Index,Release Date,Season,Episode,Episode Title,Name,gender,class,house,Sentence,
8340,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,"But influence is largely a matter of patience, I have found. Once I had served the sorcerer's purpose, he threw me out of his house to die. I resolved to live to spite him. I begged. I sold what parts of my body remained to me. I became an excellent thief and soon learned that the contents of a man's letters are more valuable than the contents of his purse. Step by step, one distasteful task after another, I made my way from the slums of Myr to the small council chamber. Influence grows like a weed. I tended mine patiently until its tendrils reached from the Red Keep all the way across to the far side of the world where I managed to wrap them around something very special.",1
8342,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,"Hello, my old friend. It's been a long time. I have no doubt the revenge you want will be yours in time if you have the stomach for it.",1
8383,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Is he very large?,1
8385,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Extraordinary.,1
8387,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,We're talking about the same Podrick? The quiet boy in Lord Tyrion's service? Seems a bit simple?,1
8388,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,What did he do to them?,1
8390,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,So what did they say?,1
8392,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Huh. Prodigies appear in the oddest of places. And what did Littlefinger say about this loss of income?,1
8394,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,"Ah, yes, to pursue his enduring love of the Lady Arryn and the title that comes with her. Sad, really. Is that all it takes to make our friend lose interest in poor Sansa Stark?",1
8396,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,What makes you say so?,1
8398,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Ah. You can read. Rare for a woman in your profession.,1
8400,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Of course. I'm missing something obvious you're about to point out?,1
8402,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Who is important enough to Littlefinger to merit a featherbed besides Littlefinger? Could he be bringing one of his girls?,1
8404,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,How do you know?,1
8406,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,varys,male,noble,lesser,Prodigies in odd places indeed.,1
9215,5/5/2013,Season 3,Episode 6,The Climb,varys,male,noble,lesser,"A thousand blades taken from the hands of Aegon's fallen enemies, forged in the fiery breath of Balerion the Dread.",1
9217,5/5/2013,Season 3,Episode 6,The Climb,varys,male,noble,lesser,"Ha, I'm sure you have. Ugly old thing. Yet it has a certain appeal. The Lysa Arryn of chairs. Shame you had to settle for your second choice.",1
9219,5/5/2013,Season 3,Episode 6,The Climb,varys,male,noble,lesser,"Thwarting you has never been my primary ambition, I promise you. Although who doesn't like to see their friends fail now and then?",1
9221,5/5/2013,Season 3,Episode 6,The Climb,varys,male,noble,lesser,I did what I did for the good of the realm.,1
9223,5/5/2013,Season 3,Episode 6,The Climb,varys,male,noble,lesser,But what do we have left once we abandon the lie? Chaos. A gaping pit waiting to swallow us all.,1
10298,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,"Your Grace, Lady Sansa is your aunt by marriage.",1
10484,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,When did you come to this strange country?,1
10486,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,You were only a child.,1
10488,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,"You've been a good influence on our mutual friend, you know. He used to drink from sundown to sunup, visit three brothels a night, gamble away his father's money. Now it's just the drinking.",1
10490,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,She is a sweet young thing. None of this is her fault.,1
10492,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,"No, I expect not.",1
10494,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,"We break bread with them, but that doesn't make us family. We've learned their language, but we'll never be their countrymen. If you let yourself believe that a foreign girl with no name could spend her life with the son of Tywin Lannister-",1
10496,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,You have one name. As do I. Here only the family name matters.,1
10498,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,"Diamonds. I'd tell you to beware carrying so much wealth, but you know how to protect yourself. Get on one of those ships. Sail to Pentos or Lys or Myr. You can buy a house with these diamonds, a very large house. Hire servants. Start a new life, a good life, far from here. The mysterious foreign beauty. You'll have suitors lining up.",1
10500,6/9/2013,Season 3,Episode 10,Mhysa,varys,male,noble,lesser,"Tyrion Lannister is one of the few people alive who could make this country a better place. He has the mind for it, he has the will, he has the right last name. And you- you are a complication. I know you love him. And I know it's true love not bought by gold and silver. I'm not asking you to leave him for money. I'm asking you to leave because your presence in the capital endangers him. This will never be your home, my lady. Find a true home somewhere far from here while there's still time.",1
11248,4/13/2014,Season 4,Episode 2,The Lion and the Rose,varys,male,noble,lesser,I'm afraid foreigners aren't welcome at such exclusive affairs.,1
11250,4/13/2014,Season 4,Episode 2,The Lion and the Rose,varys,male,noble,lesser,Ahem.,1
11251,4/13/2014,Season 4,Episode 2,The Lion and the Rose,varys,male,noble,lesser,Shae has been noticed. Sansa's maid saw you with her. She already told your sister. It's only a matter of time before your father hears.,1
11253,4/13/2014,Season 4,Episode 2,The Lion and the Rose,varys,male,noble,lesser,"No, I will not. How long do you imagine your father and sister would let me live if they suspected me of lying? I have no pet sellsword to protect me. No legendary brother to avenge me. Only little birds who whisper in my ear.",1
11255,4/13/2014,Season 4,Episode 2,The Lion and the Rose,varys,male,noble,lesser,No one weeps for spiders or whores. I have friends across the sea who could help her.,1
11257,4/13/2014,Season 4,Episode 2,The Lion and the Rose,varys,male,noble,lesser,Your father has promised to hang the next whore he finds you with. Have you ever known your father to make an idle threat?,1
12236,5/4/2014,Season 4,Episode 5,First of His Name,varys,male,noble,lesser,Your Grace.,1
12750,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"Sandor Clegane has been spotted in the Riverlands, my lord.",1
12752,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"My birds tell me the Hound slaughtered five of our soldiers. I believe the phrase ""fuck the king"" was uttered.",1
12755,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,10 silver stags seems a generous bounty.,1
12757,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"More whispers from the east, my lord.",1
12759,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,Daenerys has taken up residence in Meereen. She has conquered the city and rules as its queen.,1
12761,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"She commands an army of Unsullied, my queen. Some 8,000 strong. She has a company of sellswords-- the Second Sons. She has two knights advising her-- Jorah Mormont and Barristan Selmy. And she has three dragons.",1
12764,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"No longer. He appears to be fully devoted to her. As for Ser Barristan, it would seem he took his dismissal from the Kingsguard a bit harder than anticipated.",1
12768,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"A child with two seasoned warriors counseling her and a powerful army at her back, Your Grace.",1
12773,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"Most certainly, my Lord Hand.",1
12775,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,Prince Oberyn.,1
12777,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,Only Varys. I'm not actually a nobleman. No one is under obligation to call me lord.,1
12779,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,You seem quite knowledgeable about the Unsullied. Did you spend much time in Essos?,1
12781,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,May I ask why?,1
12783,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,Most of us aren't princes.,1
12785,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,I have an ear for accents. I've lost my accent entirely.,1
12787,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,It's a long story.,1
12789,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,People I trust.,1
12793,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"Not at all. But I was never interested in girls, either.",1
12795,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,Nothing.,1
12797,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"Not me. When I see what desire does to people, what it's done to this country, I am very glad to have no part in it. Besides, the absence of desire leaves one free to pursue other things.",1
12836,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"I'm afraid I do, my lord. He said, ""Perhaps you should speak more softly to me, then. Monsters are dangerous and just now kings are dying like flies.""",1
12838,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,Yes. After we received word of Robb Stark's death. He didn't seem gladdened by the news. Perhaps his marriage to Sansa Stark had made him more sympathetic to the northern cause.,1
12843,5/11/2014,Season 4,Episode 6,The Laws of Gods and Men,varys,male,noble,lesser,"Sadly, my lord, I never forget a thing.",1
14097,6/15/2014,Season 4,Episode 10,The Children,varys,male,noble,lesser,"What have you done? Quickly. Trust me, my friend, I've brought you this far.",1
14156,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,Apologies.,1
14158,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"I saved your life. If they catch you, they catch me. I cannot say I feel overly guilty about leaving you in that “fucking crate”.",1
14160,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,No. I only know what it's like to pick up your shit and throw it overboard.,1
14162,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"The home of my colleague. Ilyrio Mopatis. A merchant. He and I met many years ago, through mutual friends. A group of people who saw Robert Baratheon for the disaster he was. We tried to do what was best for the realm by supporting the Targaryen restoration. And thus began the chain of mistakes that has led us both here. Things have gotten worse, not better. Westeros needs to be saved from itself.",1
14164,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,My lord?,1
14166,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,You already drank yourself across the Narrow Sea.,1
14168,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,Because we are talking about the future of our country.,1
14328,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"Imp, half-man.",1
14329,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,There are faster ways to kill yourself.,1
14331,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"You are many things, my friend, but not a coward.",1
14333,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,Your brother asked me to.,1
14335,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,Refuse the Kingslayer? A dangerous proposition.,1
14337,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,I didn't do it for you. I did it for the Seven Kingdoms.,1
14339,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,I don't believe in saviors. I believe men of talent have a role to play in the war to come.,1
14341,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"You have many admirable qualities, self-pity is not one of them. Any fool with a bit of luck can find himself born into power. But earning it for yourself, that takes work.",1
14343,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"I think you are. You have your father's instinct for politics, and you have compassion.",1
14345,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,I never said you were perfect.,1
14347,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,Peace. Prosperity. A land where the powerful do not prey on the powerless.,1
14349,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"Perhaps. And perhaps we've grown so used to horror we assume there's no other way. If you sat on the Iron Throne, would you spread misery throughout the land?",1
14351,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"No, you won't. But you could help another climb those steps and take that seat. The Seven Kingdoms need someone stronger than Tommen, but gentler than Stannis. A monarch who can intimidate the high lord and inspire the people. A ruler loved by millions with a powerful army and the right family name.",1
14353,4/12/2015,Season 5,Episode 1,The Wars to Come,varys,male,noble,lesser,"Who said anything about him? You have a choice my friend. You can stay here at Ilyrio's palace and drink yourself to death, or you can ride with me to Mereen, meet Daenerys Targaryen, and decide if the world is worth fighting for.",1
