net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,country
pandarus,43,1,27,32.21052632,0.652173913,10,3,108541,53,26,1,598,0,78,1
hash_rash,24,1,123,21.75609756,0.505154639,11,2,70530,91,1,0,31,0,70,1
pinktalent,22,0,83,21.34375,0.723684211,12,1,107681,566,0,0,171,0,31,1
screamofmyheart,20,0,92,18.77464789,0.835294118,21,1,22687,106,0,0,71,1,20,0
kucz87,24,1,31,22.53846154,0.366666667,6,0,43769,0,1,0,43,0,43,0
psychopat115,20,1,40,20.53846154,0.6875,4,1,44148,38,8,1,35,0,64,1
lwsn,24,1,31,23.42857143,0.64,3,1,14042,53,0,0,15,0,52,0
jotasse,23,1,22,24.42857143,0.590909091,2,0,5846,40,0,1,10,0,60,0
daleof,23,1,24,24.42857143,0.611111111,3,1,1816,9,0,0,1,0,22,0
ryoxtakamasa,22,0,153,19.71186441,0.377952756,24,1,133754,863,4,0,8,0,33,0
hellotomorrowx,21,0,72,22.03921569,0.640625,10,3,50101,120,0,0,37,0,67,1
mumpsband,22,1,42,25.5,0.34375,9,1,20238,78,2,0,37,0,49,0
borys12_12,19,1,83,19.62903226,0.53164557,11,2,12198,94,11,1,51,0,50,0
dunha44,19,1,70,20.64150943,0.338709677,21,1,125410,758,0,1,45,0,49,0
citron1337,22,1,67,20.27659575,0.857142857,10,0,49690,246,0,2,408,0,47,1
malkosia,21,0,32,21.34482759,0.428571429,2,1,8501,146,0,1,180,0,50,0
disarm1979,32,1,230,26.40229885,0.358974359,20,8,38068,2519,16,1,253,0,40,0
jonnylisle,19,1,73,20.57692308,0.465517241,16,1,36800,189,13,1,300,0,58,1
hicary,23,0,24,23.52941177,0.772727273,3,0,33523,19,0,1,13,0,52,1
xerrro,19,1,25,21.58823529,0.6,6,1,59718,9,1,2,13,0,36,0
moniaa18,20,0,23,18.05882353,0.380952381,1,0,8478,122,0,0,14,0,24,0
listencassetts,58,1,22,23.82352941,0.727272727,4,0,39646,257,0,1,0,0,28,0
saraacc,21,0,23,24,0.409090909,7,1,36630,116,0,1,91,0,50,0
krizduo,28,1,18,24.70588235,0.117647059,11,0,16112,0,0,1,24,0,48,0
semanticsofsong,22,0,22,23.82352941,0.944444444,3,0,23421,91,0,0,40,0,66,1
justbanshi,19,0,21,20.05882353,0.555555556,4,0,19065,179,0,1,6,0,30,0
alien198897,23,1,21,24.05882353,0.882352941,1,0,66151,0,10,1,0,0,60,0
mnisky,28,0,24,26.94117647,0.588235294,10,1,12505,287,0,1,8,0,40,0
mrwine,22,1,24,25.58823529,0.761904762,9,2,30267,45,0,0,27,0,39,0
darkavenger280,19,1,21,24.76470588,0.833333333,6,0,23961,63,1,2,2,0,38,0
liketodestroyru,22,1,27,21.52941177,0.25,4,0,28118,42,1,1,30,0,66,0
hiro-tee,24,1,27,23.35294118,0.777777778,1,0,21509,0,0,1,2,0,89,0
rrrekhyt,19,0,25,22.11764706,0.3,7,0,80645,71,2,0,29,0,59,0
v12140,24,1,20,26.17647059,0.473684211,6,0,6682,52,7,0,12,0,64,0
jose_89,21,1,23,22,0.7,6,1,61716,55,2,0,26,1,40,0
lucyinthesky,22,0,22,26.94117647,0.6,8,0,71477,341,0,2,5,0,94,1
n3rv,22,1,29,25.82352941,0.708333333,6,0,18901,10,13,0,49,0,67,0
gimme_danger,23,0,23,24.47058824,0.176470588,2,1,26192,153,1,1,20,0,78,0
morgaine89,22,0,22,27.64705882,0.818181818,17,1,5399,5,35,0,72,0,25,0
srhz,21,0,185,21.13571429,0.675159236,27,5,47994,706,12,0,502,1,72,1
drathmar,23,1,30,22.28571429,0.56,5,0,49612,1,0,0,45,0,46,0
thelovablecynic,21,1,29,22.28571429,0.818181818,7,1,45983,105,1,1,24,0,73,1
lottelunacy,17,0,20,20.125,0.882352941,4,1,33159,302,229,0,88,1,22,0
bibes87,24,1,16,26.125,0.6875,1,0,22522,0,0,0,6,0,21,1
blaqmoon,21,0,46,18.78787879,0.30952381,15,0,101,0,0,0,0,0,8,0
zanlu,26,1,38,24.8,0.580645161,10,1,63384,107,0,3,38,0,79,0
bourgeoisblues,17,1,94,20.95945946,0.602564103,5,0,12856,1,1,0,9,0,34,1
erikcan,25,1,43,22.54285714,0.275,14,2,2075,0,0,2,3,0,47,0
pececito,22,1,73,23.36923077,0.830769231,11,1,27445,0,2,1,94,0,71,0
kattyscarlett,25,0,18,25.30769231,0.866666667,5,2,16085,20,0,0,0,1,19,0
jupiterssj4,28,1,33,23.95238095,0.178571429,8,0,96270,156,40,0,49,0,74,1
mhx77,34,1,101,31.359375,0.807692308,15,7,71024,674,4,1,168,0,57,1
ryfyel,16,1,30,18.2,0.586206897,3,0,22215,32,0,0,3,0,20,0
phail3d,20,1,43,20.48571429,0.875,4,0,60290,66,1,0,69,0,61,0
diesasa,19,0,46,20.54285714,0.609756098,3,0,15399,166,0,1,58,0,48,1
mackincheese,23,1,71,22.01785714,0.53968254,10,3,28891,454,1,0,58,1,47,1
never_leave,24,0,66,23.98148148,0.85483871,14,0,39381,94,0,0,132,0,39,0
kreshowsky,33,1,38,27.59259259,0.323529412,13,3,64283,276,1,0,77,1,39,0
kaktus313z,21,1,15,20.18181818,1,1,0,1992,438,0,0,8,1,27,0
johnlein18,20,1,14,20.18181818,0.714285714,3,0,17906,72,0,1,0,0,21,0
boombolou,19,1,10,17.875,0.375,2,0,12898,78,0,0,29,1,21,0
blowyrgourd,20,1,73,22.7037037,0.592592593,7,1,34299,1,1,0,251,0,25,1
brunoawe,21,1,35,22.74074074,0.382352941,1,2,4206,0,0,0,2,0,31,0
naomi14,23,0,43,23.80645161,0.75,18,1,68398,111,0,1,65,0,58,1
uepvicens,40,1,57,27.25,0.555555556,18,4,86559,3,0,2,35,0,47,0
natashamurphy,30,0,30,28.81818182,0.608695652,6,0,54105,2,0,1,19,0,65,1
sessynatalie,20,0,42,19.73333333,0.153846154,9,0,544,5,0,1,5,0,53,1
archangel17,21,1,61,20.84313726,0.588235294,4,0,58558,89,59,1,157,0,56,0
netoneko,24,1,20,24.44444444,0.789473684,2,1,6448,67,0,1,5,0,72,0
amy666htr,21,0,24,23,0.761904762,7,1,3635,408,25,1,63,0,43,0
noriko-san,24,0,33,21.5,0.571428571,7,0,51394,823,3,0,566,0,40,0
jess32_32,20,0,13,21.5,0.909090909,2,1,8247,505,0,1,180,0,55,0
pink__clouds,20,0,27,22.72222222,0.45,5,0,1976,0,0,1,5,0,50,0
zjem_sosne,22,1,21,22.55555556,0.388888889,4,0,36311,683,12,1,86,1,66,0
egotripping44,20,1,69,22.85185185,0.517241379,10,3,57054,957,23,0,396,0,34,0
ju_styna,21,0,9,19.5,0.5,1,0,15654,39,0,0,33,0,34,0
mueslini,22,1,13,20.55555556,0.571428571,4,1,9058,5,0,0,17,0,10,1
barman4,21,1,23,19.44444444,0.25,3,0,17501,97,0,0,47,0,31,0
keagles,24,1,24,24.05555556,0.571428571,2,0,17536,14,1,1,48,0,67,0
mikers87,24,1,19,23.16666667,0.666666667,2,0,45359,391,1,0,32,0,38,0
rotek1608,19,1,96,20.79166667,0.534090909,17,0,13659,143,33,1,126,0,41,0
bonjour_natalie,17,0,22,17.27777778,0.333333333,3,0,6101,85,0,0,50,0,27,0
mairak1984,27,0,18,28.16666667,1,5,1,3015,43,0,7,11,0,25,1
stivrych,22,1,12,25.55555556,0.5,3,1,61883,164,0,2,5,0,48,1
so3ik,21,1,28,22.05555556,0.263157895,7,1,13073,286,0,1,21,1,40,0
eriel_,21,1,12,20.5,0.111111111,3,0,5993,123,0,0,13,1,10,0
hybrid_moment,19,1,23,20.94444444,0.619047619,7,0,41450,53,11,1,36,0,39,1
neksu,28,1,22,24.94444444,0.45,1,0,41342,5,0,1,5,0,70,0
khaschuk,20,1,50,21.05555556,0.29787234,12,0,54,2,0,0,6,0,20,0
painofthedisco,23,1,8,22.5,0.375,2,0,32754,80,0,0,17,0,48,1
azptaa,22,0,18,21.83333333,0.352941177,2,0,14908,0,0,1,1,0,68,0
qba132,28,1,20,27.66666667,0.666666667,2,1,93430,2268,0,1,12,0,51,0
zonckpl,20,1,22,23.22222222,0.8,9,0,36648,123,0,0,13,0,40,0
aeliys,29,0,23,28.5,0.7,10,1,70839,14,0,0,101,0,48,1
sweetlesha,19,1,12,18.5,0.75,3,0,12585,39,0,1,0,0,10,0
sergeantkero,22,0,22,24.83333333,0.4,6,0,38858,45,0,1,1,0,34,0
xbretticus,24,1,17,24.5,0.692307692,7,0,42542,0,0,0,4,0,41,1
brrrru,15,0,405,17.05198777,0.21657754,17,2,31790,278,0,0,21,0,17,0
zombieee_,17,0,38,18.44827586,0.470588235,7,0,15502,13,3,0,8,0,37,0
gothspice,22,0,28,22.7826087,0.48,6,0,7100,94,0,0,28,0,70,1
bulletformyvale,22,1,590,19.87780041,0.008992806,49,1,306,60,0,0,102,0,40,0
pajoo,21,1,71,20.32608696,0.745762712,7,1,64972,0,8,0,1,0,49,0
rossarosa,25,0,574,23.86184211,0.702857143,55,17,178567,353,2122,0,0,1,61,0
apollo_remixed,22,1,19,22.11764706,0.722222222,5,0,31492,54,0,0,12,0,59,1
kaloyanenchev,20,1,31,21.47619048,0.344827586,9,3,38636,156,0,0,0,0,23,0
smokeseller,23,1,107,24.87209302,0.623655914,12,2,76431,0,214,1,196,0,57,0
fernandaeggers,25,0,37,25.375,0.677419355,3,2,16039,315,0,0,0,0,59,0
tabletki,23,0,16,22.28571429,0.357142857,1,0,35782,204,2,1,31,0,59,0
nooneastern,33,1,350,32.35840708,0.76,41,65,66934,182,94,0,984,0,40,1
devilishlady,18,0,119,21.63541667,0.676190476,26,4,39357,51,2,1,131,0,48,0
steezy20,24,1,15,24.6,0.692307692,2,0,74874,94,0,1,20,1,57,1
ikuho,23,1,11,23.45454546,0.181818182,1,0,33380,206,2,0,3,0,32,0
wordofmouf,20,0,121,24.10752688,0.826086957,21,6,23008,456,5,0,8,0,32,1
opalrx7,28,1,22,24.1875,0.777777778,6,1,21619,56,2,1,3,0,62,0
justine_burton,17,0,157,19.208,0.652777778,34,2,25,61,0,1,280,0,21,0
quoththeraivyn,25,0,243,28.04697987,0.64893617,35,25,39686,278,0,2,53,1,25,1
melindamamma,18,0,31,19.86363636,0.625,5,0,48604,26,0,2,300,0,50,0
st0larz,18,1,48,20.05405405,0.613636364,7,0,29388,260,93,0,187,0,43,0
roomy_,17,0,32,18.66666667,0.483870968,2,0,41730,0,124,0,277,0,36,0
darkflake,19,0,168,21.80769231,0.523489933,24,5,44134,239,9,1,76,1,46,0
size13,29,1,20,27.625,0.777777778,3,1,44836,45,1,1,9,0,98,1
biffaa,27,0,9,28.625,0.833333333,1,1,95,7,0,1,6,0,46,1
orphelia696,26,1,79,24,0.52238806,17,0,10176,981,3,1,49,0,39,1
el-ardica,23,0,12,23.42857143,0.625,4,0,6822,0,0,0,15,0,13,0
mauriciobueno,22,1,27,21.625,0.583333333,3,0,16295,26,2,1,0,0,43,0
pacilandra,21,0,70,21.875,0.537313433,14,0,21786,79,3,1,33,0,39,0
eckzillaz,20,1,10,20.625,0.333333333,5,1,1984,0,5,0,23,0,36,0
dementiasagava,18,0,12,19.625,0.583333333,4,0,1448,37,0,0,2,0,17,0
conrain13,14,1,331,18.82352941,0.841584158,40,3,2705,6,2,0,120,1,8,0
woody__,30,1,80,29.91525424,0.901408451,30,8,105107,1426,239,1,100,0,50,0
eddiethehead_94,17,1,83,19.8490566,0.94520548,18,2,10005,12,2639,0,1027,0,20,0
siriusgott,24,1,12,28.63636364,0.75,2,1,51093,31,0,0,0,0,58,0
enicmaonfire,22,0,13,24.41666667,0.769230769,3,0,8998,86,0,1,52,0,49,0
vinydimax,22,1,13,20.41666667,0.5,7,1,4809,10,0,0,6,1,6,0
lancex9,22,1,18,21.63636364,0.714285714,1,0,27122,3,2,0,42,0,65,0
lollo-kun,20,1,13,19.63636364,0.818181818,2,0,4538,35,0,0,21,0,41,0
han-qaeda,20,0,49,22.35294118,0.641025641,8,0,32856,839,0,0,51,0,41,0
eilatanm,16,0,28,18.94736842,0.5,7,1,10215,57,0,0,23,0,23,1
poetattoo,49,1,98,33,0.695121951,23,21,24070,861,0,6,188,1,36,0
twinc,23,1,81,22.20634921,0.540540541,16,3,28640,212,0,1,96,0,59,0
swingfromparis,22,1,35,23.67741936,0.5,4,0,3246,16,0,1,54,0,45,0
anotherhowie,40,1,30,29.26666667,0.681818182,4,2,14528,156,1,1,10,1,40,1
elsyyyta,23,0,726,24.49029982,0.741029641,58,21,54024,220,21,1,1221,1,42,0
pedr0sfc,19,1,20,18.94117647,0.666666667,4,0,22054,1,0,0,34,1,50,0
horrorsurf,24,1,35,23.74193548,0.647058824,8,1,10341,233,1,0,28,0,23,0
lo_re_da_na,26,0,64,26.31111111,0.711538462,10,5,7800,239,0,0,157,0,5,0
jsmjr,42,1,66,31.77272727,0.927272727,7,5,12504,7,5,1,12,0,65,1
mrsmind,20,0,32,20.55172414,0.533333333,5,0,42106,105,0,0,176,0,45,0
i_stole_ur_wish,15,0,36,18.55172414,0.617647059,15,1,2058,96,0,0,35,0,25,0
crimson180,18,0,24,24.17647059,0.631578947,6,0,12620,9,1,1,18,0,50,0
bangitup,19,0,19,19.66666667,0.533333333,5,0,29654,11,0,0,8,0,22,0
sarturias,21,1,14,23.38461539,0.846153846,1,0,44731,99,29,1,86,1,43,0
darkthrone245,20,1,15,20.66666667,0.5,5,1,26353,33,0,0,16,0,35,1
colmillionaire,22,1,132,21.40206186,0.681415929,13,6,24372,21,73,1,490,0,64,1
kostazkapone,28,1,88,24.86440678,0.662337662,10,0,109522,4,1,1,67,0,79,0
josimarcaetano,24,1,29,21.73076923,0.357142857,2,0,33181,151,0,0,0,0,19,0
mj_raposo,46,1,129,44.20547945,0.691588785,27,27,1541,134,4,4,97,1,71,0
balwanby,17,1,65,19.6779661,0.612903226,3,0,1457,6,62,1,389,0,41,0
petercontrol,19,1,29,19.27272727,0.448275862,9,1,118443,806,5,0,36,0,13,0
daaandelioness,23,0,26,22.28571429,0.636363636,2,1,15059,2,0,1,9,0,50,1
unbreakable-,18,0,251,25.07777778,0.716216216,52,8,60988,139,16,1,659,0,57,0
mc-ice,23,1,117,22.53932584,0.866666667,20,3,20030,6,382,0,325,0,77,0
shturec,22,1,140,23.09090909,0.413223141,12,10,30676,551,2,1,771,1,28,0
love_cookie,17,0,7,18.8,0.8,1,0,1476,58,0,0,3,0,20,0
_t_quila,18,0,7,19.25,0.714285714,1,0,20144,15,0,1,30,0,37,1
darkshadows13,15,0,9,16.25,0.333333333,4,0,1240,566,0,0,17,0,24,1
hannah-mai,21,0,19,21.8,0.333333333,8,0,20296,8,0,1,14,0,57,1
wachahaha,19,1,8,17.8,0.428571429,1,0,5259,43,0,0,6,0,35,0
motylcore,25,0,6,24.25,0.6,2,0,17451,50,0,0,2,0,39,0
la_ele,21,0,29,24.05,0.666666667,9,0,98891,102,0,0,73,0,34,0
akeyana,17,0,26,18.05,0.181818182,7,0,8970,27,1,0,34,0,50,0
kbgreens,19,1,11,19.8,0.6,2,0,8091,19,0,3,0,0,40,1
soundwings,21,1,24,20.05,0.4,2,0,7081,0,0,1,31,1,30,0
nikdas,25,1,26,25,0.65,3,1,13603,1,0,0,6,0,44,0
rotmohn,25,0,34,24.25,0.46875,7,1,12102,192,0,1,18,0,23,0
kapciowa24,16,0,25,18.15,0.28,4,0,337,30,0,1,10,0,36,0
blindlabel,22,1,7,25.8,1,2,0,17893,106,0,0,1,0,20,1
docice,36,1,31,32.05,0.875,4,0,22915,222,31,1,15,0,68,1
dinasavr,19,0,6,18.25,0.4,4,0,1558,3,0,1,2,0,18,0
mizbub,26,0,8,22.8,1,5,0,6060,24,0,1,2,0,64,1
daniela_torres,18,0,6,18.8,0.6,1,0,1036,8,0,0,1,0,9,0
rockartuk,67,1,32,37.94444444,0.615384615,11,7,8739,867,0,12,22,0,35,0
klux-klux-klux,28,1,90,23.11864407,0.844155844,19,2,11279,287,0,1,51,0,26,0
knockergrowl,24,1,33,24.57894737,0.695652174,10,0,84001,2654,10,14,92,1,64,0
nybatteri82,29,1,23,26.47058824,0.4,5,2,137892,2049,247,2,1114,1,72,0
misterdayve,21,1,16,20.35714286,0.357142857,1,0,44480,5,5,1,50,0,62,1
priip,21,0,96,25.90625,0.727272727,19,5,35875,189,0,0,208,0,66,0
pancinek,23,1,21,21.88235294,0.421052632,5,0,38933,57,1,0,20,0,48,0
orlo_va,21,0,24,22.23076923,0.611111111,5,0,4871,38,0,1,6,1,52,0
silly_sausage,17,0,26,18.875,0.5,5,0,33443,56,28,1,133,0,53,0
co2ol_b,26,1,89,26.16949153,0.794520548,18,0,38648,488,0,1,23,1,52,0
rockstarxxx,23,1,81,21.78787879,0.857142857,15,3,72456,331,0,0,102,0,38,0
abel_azevedo,22,1,72,21.58064516,0.861538462,11,2,11564,95,5,0,14,0,31,0
readabook,22,0,66,21.72916667,0.644067797,14,0,6466,77,0,1,24,0,55,1
larinha19,18,0,33,20.65517241,0.35483871,5,0,31499,105,0,0,12,0,42,0
zednotdead,47,1,11,34.71428571,0.75,2,0,47,0,0,2,4,0,35,0
unrepeatableann,16,0,20,18.21428571,0.421052632,2,0,21688,123,2,0,8,0,14,0
patronne,22,0,25,20.19047619,0.32,3,0,12160,25,232,0,68,0,50,0
jnennenj,18,1,25,21.42857143,0.875,9,1,4491,35,0,0,23,0,32,0
le_neko,34,1,20,29.33333333,0.6,7,2,7860,177,0,0,8,0,76,0
apsynt,26,1,29,31.23809524,0.423076923,10,0,22476,0,0,1,25,0,84,0
dziki_meduz,20,1,24,19.71428571,0.5,2,0,84595,0,0,1,35,0,46,0
jazzymoine,23,0,27,23.42857143,0.652173913,7,0,58768,0,0,0,21,0,61,1
savageponies,21,0,10,21.71428571,0.444444444,2,0,15565,7,0,1,0,0,50,1
hollyrosie,24,0,7,26.33333333,1,4,1,1787,10,0,1,6,0,40,0
murdockv23,20,1,22,20.33333333,0.75,3,0,35813,112,0,0,20,0,20,1
nie_szkodzi,19,0,49,20.09756098,0.630434783,4,0,35021,589,5,0,104,0,53,0
raposazul,21,1,23,21.94736842,0.75,3,0,44147,0,1,1,9,0,67,0
ferpa022,19,1,51,18.43589744,0.361702128,2,0,34924,0,0,0,1,0,49,0
hasantayyar,24,1,117,25.41758242,0.549019608,18,7,144167,2838,1,1,15,0,51,0
vaavesur,15,1,63,20.65789474,0.259259259,6,1,9120,115,6,0,262,0,21,0
mrtva_mrkva,31,0,114,28.70967742,0.525773196,7,4,9761,52,9,1,291,1,84,0
kaczibuczi,19,1,41,20.51515152,0.575,6,0,9534,4,0,0,45,0,18,0
hard_rockowski,24,1,107,20.73863636,0.259615385,23,2,14407,1344,44,0,53,0,27,0
kariberg,25,0,81,25.68421053,0.671641791,25,4,70,2,0,2,52,0,37,0
preeescilla,20,0,129,20.92792793,0.821138211,13,1,49711,114,0,0,41,0,49,1
jakomielitauti,20,0,93,22.04615385,0.717948718,14,2,9646,5,2,1,493,0,47,0
maesstria,21,0,29,21.34615385,0.076923077,11,0,19117,111,0,0,10,0,32,0
lenallm,20,0,19,22.2,0.470588235,6,1,17321,41,0,1,16,0,27,0
mi_apgreided,28,1,58,26.38888889,0.711111111,25,3,36008,259,0,1,9,1,38,0
stanalien,27,1,440,22.21489971,0.79,50,9,17461,55,1,1,164,0,26,0
freckles4music,20,0,36,21.3125,0.75,4,1,8118,40,0,0,25,0,35,1
gjw_7,21,1,19,21.82352941,0.529411765,5,1,18829,122,1,1,73,0,60,0
axertes,26,1,18,25.54545455,0.928571429,5,0,8106,32,34,1,4,1,64,0
nausia,16,1,12,19.54545455,0.833333333,3,0,15780,612,10,0,3,0,15,0
iced_b,24,1,31,22,0.269230769,4,0,126350,2,2,1,14,0,61,0
devilmademedoit,21,1,27,23.40909091,0.666666667,12,1,91405,286,15,1,697,0,55,0
guudii,22,1,27,20.59090909,0.208333333,10,1,44654,9,0,0,80,0,38,0
mpk009,20,1,19,20.5,0.454545455,2,0,54642,138,0,0,9,0,39,0
dudsal,17,1,61,17.75,0.462962963,14,1,27961,73,0,0,3,0,22,0
againstjade,22,0,24,26.59090909,0.7,2,1,11699,19,0,0,13,0,67,1
kingowrexham,22,1,28,21.04545455,0.636363636,1,0,161486,111,0,1,21,1,55,1
alexbraguta,23,1,26,20.40909091,0.92,3,0,1369,0,0,0,5,0,16,0
supriorundrlng,22,1,16,22.54545455,0.461538462,4,1,32398,26,1,1,6,0,49,1
samar92,19,0,53,23.5,0.680851064,15,1,10819,938,0,1,76,0,28,0
mrazsorub,20,1,81,20.140625,0.383561644,18,0,107236,533,0,0,47,0,40,0
bensonlaney,23,1,17,23.58333333,0.571428571,7,2,16962,10,2,2,4,0,65,1
kitoakamisa,16,0,79,18.43548387,0.461538462,16,0,12429,114,0,0,62,0,24,0
ferrywell,21,1,14,22.44444444,0.769230769,1,0,3042,5,4,1,1,0,67,0
o_m00n_o,22,1,49,21.625,0.609756098,20,0,8386,272,47,0,278,0,30,0
zulfikrisyatria,19,1,36,19.90625,0.647058824,3,0,10242,44,0,0,25,0,14,0
xwesllyx,20,1,41,19.29411765,0.771428571,3,0,49519,98,0,0,10,1,36,0
kkishuu,18,0,18,20.29411765,0.117647059,6,0,83075,1011,0,0,63,0,38,0
aserak,23,1,16,22.42857143,0.5625,1,0,8193,0,3,1,18,0,59,1
gookalockgeek,30,0,24,29.21052632,0.75,2,0,37199,50,0,0,5,0,55,1
killof,25,1,89,24.89230769,0.830508475,18,1,66731,70,13,1,51,0,78,0
coeur-casse,17,0,30,22.52,0.321428571,16,1,15786,212,4,0,117,0,26,1
adayonce,21,0,146,21.8556701,0.516129032,31,3,1714,360,0,1,58,0,29,1
stasya13,21,0,55,20.21428571,0.288461539,18,0,27911,383,0,0,86,0,32,0
pixilatedbirds,21,1,26,21.65217391,0.4,4,0,38392,208,219,1,221,0,46,1
-anesthetic-,19,0,32,22.34782609,0.551724138,6,0,6571,128,0,4,21,0,49,0
eewwa,19,0,32,20.30434783,0.458333333,7,0,12818,466,0,1,39,0,49,0
bloodynails,18,0,26,18.65217391,0.56,6,0,73428,196,0,0,99,0,24,0
martagodinho,20,0,537,20.04807692,0.408906883,47,8,69515,1049,11,0,858,1,30,0
samahel,28,1,173,22.46923077,0.076433121,33,4,25455,350,1,1,82,0,39,0
wild_butcher,20,1,125,21.90588235,0.476635514,20,5,59559,62,0,1,173,0,31,0
hongoman,26,1,50,24.5,0.476190476,9,2,28729,204,0,0,21,0,21,0
pologuccino,15,1,933,17.59697387,0.520631068,60,10,38841,686,0,0,3615,0,21,0
browniefactory,15,0,78,17.93548387,0.338028169,22,0,19063,163,0,1,51,0,29,0
celinagodoy,20,0,24,25.0952381,0.608695652,3,2,11430,229,0,0,6,0,16,0
future_sound,31,1,27,23.76470588,0.782608696,8,1,32121,0,0,1,37,0,56,0
nick_el_son,28,1,51,22.35,0.558139535,4,0,35364,13,0,1,50,0,54,0
nanaweasley,21,0,25,17.57142857,0.5,6,0,15302,81,0,1,0,0,15,0
samuraifez,21,1,91,24.61764706,0.692307692,14,7,45393,54,19,1,77,0,83,1
khaosconspiracy,20,1,37,20.82758621,0.53125,13,0,73964,198,0,0,20,0,32,1
djmoymoy,25,1,12,28.66666667,0.7,3,0,32069,94,0,1,22,0,47,1
qsmitka,19,0,8,22.375,0.875,1,1,25200,131,0,0,0,0,29,0
ryderisonfire,22,1,11,20.66666667,0.5,3,0,35860,0,0,0,5,0,66,1
violet_brain,21,0,11,19.66666667,0.444444444,3,0,67,6,0,1,9,0,35,0
hevii,22,1,29,21,0.739130435,2,0,43152,76,22,1,36,0,72,0
simoakalinko,20,1,46,21.41666667,0.690476191,17,1,55186,45,28,1,53,0,44,0
antony_c45,24,1,9,22.66666667,0.666666667,2,0,23270,270,0,0,1,1,22,1
wroneczka,17,0,26,17.375,0.230769231,3,0,23,22,0,1,5,0,15,0
gabrielmaieru,15,1,32,17.20833333,0.448275862,8,0,25610,90,0,0,4,1,11,0
superszaaajs,16,0,9,16.875,0.375,3,0,338,31,0,0,22,0,8,0
fmrodrigues,18,1,53,18.25581395,0.386363636,5,0,11989,24,0,0,2,0,24,0
soulflytribe,24,1,47,22.17777778,0.547619048,14,2,104348,4,23,0,2,0,61,0
barrspin,23,1,31,23.13636364,0.5,5,0,94969,6,56,2,11,1,80,1
bifidokk,25,1,83,22.58333333,0.626666667,8,1,175314,23,0,1,47,0,59,0
theskunkcatcher,19,1,145,19.94827586,0.333333333,15,2,59028,1852,1,0,173,0,14,1
lamour,23,0,42,24.44827586,0.540540541,15,1,232949,0,0,1,18,0,72,1
a_marterlist,20,1,93,20.91358025,0.56626506,6,5,34414,165,4,2,83,1,20,0
haliir,22,1,38,20.19047619,0.464285714,8,0,173935,68,0,1,13,0,55,0
merowinger110,25,1,299,23.5215311,0.770491803,43,12,54257,2565,23,0,221,0,38,1
ytwan,19,1,126,18.16666667,0.385321101,27,2,14172,38,1,0,116,0,26,0
russelldavies,45,1,70,34.65909091,0.9,11,6,70052,28,0,1,25,1,72,1
pedroelias,22,1,30,22.12,0.25,4,0,15206,117,1,1,52,0,47,0
longestdays,21,0,31,20.04,0.071428571,7,0,34777,113,0,0,12,0,75,1
nickaaaaa,21,1,32,22.52,0.740740741,4,0,43736,0,0,0,0,0,74,1
olpennylane7,21,0,32,23.36,0.928571429,7,0,37441,47,1,1,25,0,67,0
_full_collapse_,30,1,31,24.16,0.689655172,2,2,30062,341,4,0,85,0,49,1
burritounit,22,1,34,24.12,0.833333333,12,0,75058,47,6,0,10,0,44,0
eusoualu,20,0,40,20.64705882,0.842105263,3,0,30491,18,0,0,77,0,56,0
hosdez,23,1,29,22.96296296,0.884615385,10,1,9136,23,1,0,10,0,64,0
unst_,19,1,147,20.07826087,0.7734375,13,1,82786,338,0,0,1,0,70,0
fasfasfus,21,0,48,24.80645161,0.657894737,18,3,12644,71,0,0,66,0,20,1
anek_anek,27,1,56,25.625,0.897959184,13,0,32343,0,66,0,300,0,58,0
overtheraiinbow,16,0,46,18.38235294,0.56097561,15,0,5256,47,0,1,60,0,30,0
lindalin21,18,0,24,21.78947368,0.909090909,10,0,1432,61,1,0,12,0,13,1
fuldanips,20,1,181,20.02255639,0.259259259,8,5,30227,8,1,1,75,0,64,1
finhaa,21,1,225,18.0505618,0.375634518,20,4,28129,113,9,1,556,0,30,0
tunch,27,1,103,26,0.511627907,10,11,23417,93,2,0,73,0,71,0
dianamilena,31,0,103,32.98,0.821428571,27,12,60134,971,2,1,416,1,64,0
synesthesis,26,1,115,24.26530612,0.908256881,34,9,128502,1295,67,0,70,1,56,0
grace_5034,18,0,18,18.5,0.222222222,2,0,14535,145,0,0,70,0,26,0
m123456789g,24,1,19,24.5,0.9375,9,0,59563,500,0,1,34,0,24,1
sublime10834,28,1,38,23.22580645,0.558823529,6,0,37853,260,0,1,33,0,62,1
thedemoncleaner,35,1,58,28.69444444,0.82,18,5,119402,4561,9,0,280,1,49,1
kathleen22_,21,0,15,22.57142857,0.642857143,4,0,56009,18,1,1,14,1,27,1
mycera,19,0,19,19.72222222,0.473684211,9,0,35222,263,0,0,14,0,49,0
partyoptimism,22,0,148,23.82882883,0.762295082,30,3,25876,271,0,2,230,0,52,0
crashiecrash,20,0,14,20.58333333,0.538461539,4,0,4434,126,0,1,2,0,29,1
beaubeauboom,20,1,17,18.58333333,0.727272727,3,0,34404,15,1,0,9,0,20,0
gamoneterik,26,1,191,31.27192983,0.758389262,31,15,86913,647,2263,1,816,1,79,0
ylae2,20,0,36,25.17391304,0.65625,8,0,34104,228,0,0,17,0,29,0
